school,logo,type,color,alt_color,wordmark,Order
Gustavus Adolphus,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Gustavus%20Adolphus.jpg,DIII,#000000,#ffffff,,597
Hamilton,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hamilton.jpg,DIII,#000000,#ffffff,,598
Hamline,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hamline.jpg,DIII,#000000,#ffffff,,599
Hampden-Sydney,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hampden-Sydney.jpg,DIII,#000000,#ffffff,,600
Hanover,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hanover.jpg,DIII,#000000,#ffffff,,601
Hardin-Simmons,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hardin-Simmons.jpg,DIII,#000000,#ffffff,,602
Hartwick,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hartwick.jpg,DIII,#000000,#ffffff,,603
Heidelberg,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Heidelberg.jpg,DIII,#000000,#ffffff,,604
Hendrix,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hendrix.jpg,DIII,NA,NA,,605
Hiram,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hiram.jpg,DIII,#000000,#ffffff,,606
Hobart,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hobart.jpg,DIII,#000000,#ffffff,,607
Hope,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Hope.jpg,DIII,#000000,#ffffff,,608
Howard Payne,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Howard%20Payne.jpg,DIII,#000000,#ffffff,,609
Huntingdon,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Huntingdon.jpg,DIII,#000000,#ffffff,,610
Husson,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Husson.jpg,DIII,#000000,#ffffff,,611
Illinois College,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Illinois%20College.jpg,DIII,#000000,#ffffff,,612
Illinois Wesleyan,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Illinois%20Wesleyan.jpg,DIII,#000000,#ffffff,,613
Iowa Wesleyan,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Iowa%20Wesleyan.jpg,DIII,#000000,#ffffff,,614
Ithaca,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Ithaca.jpg,DIII,#000000,#ffffff,,615
John Carroll,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/John%20Carroll.jpg,DIII,#000000,#ffffff,,616
Johns Hopkins,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Johns%20Hopkins.jpg,DIII,#000000,#ffffff,,617
Juniata,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Juniata.jpg,DIII,#000000,#ffffff,,618
Kalamazoo,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Kalamazoo.jpg,DIII,#000000,#ffffff,,619
Kean,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Kean.jpg,DIII,#000000,#ffffff,,620
Kenyon,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Kenyon.jpg,DIII,#000000,#ffffff,,621
Keystone,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Keystone.jpg,DIII,NA,NA,,622
King's,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/King's.jpg,DIII,NA,NA,,623
Knox,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Knox.jpg,DIII,NA,NA,,624
La Verne,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/La%20Verne.jpg,DIII,#000000,#ffffff,,625
Manchester,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Manchester.jpg,DIII,#000000,#ffffff,,626
Marietta,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Marietta.jpg,DIII,#000000,#ffffff,,627
Martin Luther,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Martin%20Luther.jpg,DIII,NA,NA,,628
Mary Hardin-Baylor,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Mary%20Hardin-Baylor.jpg,DIII,#000000,#ffffff,,629
Maryville (Tenn.),https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Maryville%20(Tenn.).jpg,DIII,NA,NA,,630
Mass-Dartmouth,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Mass-Dartmouth.jpg,DIII,NA,NA,,631
Massachusetts Maritime,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Massachusetts%20Maritime.jpg,DIII,NA,NA,,632
McDaniel,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/McDaniel.jpg,DIII,#ffffff,#ffffff,,633
McMurry,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/McMurry.jpg,DIII,#000000,#ffffff,,634
Merchant Marine,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Merchant%20Marine.jpg,DIII,#000000,#ffffff,,635
Methodist,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Methodist.jpg,DIII,#000000,#ffffff,,636
Middlebury,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Middlebury.jpg,DIII,#000000,#ffffff,,637
Millikin,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Millikin.jpg,DIII,#000000,#ffffff,,638
Millsaps,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Millsaps.jpg,DIII,#000000,#ffffff,,639
Minnesota-Morris,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Minnesota-Morris.jpg,DIII,#000000,#ffffff,,640
Misericordia,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Misericordia.jpg,DIII,#000000,#ffffff,,641
MIT,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/MIT.jpg,DIII,#000000,#ffffff,,642
Monmouth,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Monmouth.jpg,DIII,#051844,#ffffff,,643
Montclair State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Montclair%20State.jpg,DIII,#000000,#ffffff,,644
Moravian,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Moravian.jpg,DIII,#000000,#ffffff,,645
Morrisville State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Morrisville%20State.jpg,DIII,#000000,#ffffff,,646
Mount St. Joseph,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Mount%20St.%20Joseph.jpg,DIII,#000000,#ffffff,,647
Mount Union,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Mount%20Union.jpg,DIII,#000000,#ffffff,,648
Muhlenberg,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Muhlenberg.jpg,DIII,#000000,#ffffff,,649
Muskingum,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Muskingum.jpg,DIII,#000000,#ffffff,,650
N.C. Wesleyan,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/N.C.%20Wesleyan.jpg,DIII,NA,NA,,651
Nebraska Wesleyan,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Nebraska%20Wesleyan.jpg,DIII,#ffffff,#ffffff,,652
Nichols,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Nichols.jpg,DIII,#000000,#ffffff,,653
North Central (Ill.),https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/North%20Central%20(Ill.).jpg,DIII,NA,NA,,654
North Park,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/North%20Park.jpg,DIII,#000000,#ffffff,,655
Northwestern (Minn.),https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Northwestern%20(Minn.).jpg,DIII,NA,NA,,656
Norwich,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Norwich.jpg,DIII,#000000,#ffffff,,657
Simpson,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Simpson.jpg,DIII,NA,NA,,658
Southern Virginia,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Southern%20Virginia.jpg,DIII,#000000,#ffffff,,659
Southwestern,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Southwestern.jpg,DIII,NA,NA,,660
Springfield,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Springfield.jpg,DIII,#000000,#ffffff,,661
St. John Fisher,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/St.%20John%20Fisher.jpg,DIII,#000000,#ffffff,,662
St. John's,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/St.%20John's.jpg,DIII,NA,NA,,663
St. Lawrence,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/St.%20Lawrence.jpg,DIII,#ffffff,#ffffff,,664
St. Norbert,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/St.%20Norbert.jpg,DIII,#000000,#ffffff,,665
St. Olaf,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/St.%20Olaf.jpg,DIII,#ffffff,#ffffff,,666
St. Scholastica,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/St.%20Scholastica.jpg,DIII,#000000,#ffffff,,667
St. Thomas,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/St.%20Thomas.jpg,DIII,#ffffff,#ffffff,st_thomas_tommies_logo_wordmark_2021_sportslogosnet-6061.png,668
St. Vincent,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/St.%20Vincent.jpg,DIII,#000000,#ffffff,,669
Stevenson,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Stevenson.jpg,DIII,#000000,#ffffff,,670
Sul Ross State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Sul%20Ross%20State.jpg,DIII,#000000,#ffffff,,671
SUNY-Maritime,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/SUNY-Maritime.jpg,DIII,NA,NA,,672
Susquehanna,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Susquehanna.jpg,DIII,#000000,#ffffff,,673
TCNJ,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/TCNJ.jpg,DIII,NA,NA,,674
Texas Lutheran,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Texas%20Lutheran.jpg,DIII,#000000,#ffffff,,675
Thiel,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Thiel.jpg,DIII,#ffffff,#ffffff,,676
Trine,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Trine.jpg,DIII,#000000,#ffffff,,677
Trinity (Conn.),https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Trinity%20(Conn.).jpg,DIII,NA,NA,,678
Trinity (Texas),https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Trinity%20(Texas).jpg,DIII,#ffffff,#ffffff,,679
Tufts,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Tufts.jpg,DIII,#000000,#ffffff,,680
Union,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Union.jpg,DIII,#000000,#ffffff,,681
University of New England,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/University%20of%20New%20England.jpg,DIII,NA,NA,,682
Ursinus,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Ursinus.jpg,DIII,#000000,#ffffff,,683
Utica,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Utica.jpg,DIII,#000000,#ffffff,,684
UW-Eau Claire,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/UW-Eau%20Claire.jpg,DIII,NA,NA,,685
UW-La Crosse,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/UW-La%20Crosse.jpg,DIII,NA,NA,,686
UW-Oshkosh,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/UW-Oshkosh.jpg,DIII,#000000,#ffffff,,687
UW-Platteville,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/UW-Platteville.jpg,DIII,NA,NA,,688
UW-River Falls,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/UW-River%20Falls.jpg,DIII,#000000,#ffffff,,689
UW-Stevens Point,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/UW-Stevens%20Point.jpg,DIII,NA,NA,,690
UW-Stout,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/UW-Stout.jpg,DIII,#000000,#ffffff,,691
UW-Whitewater,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/UW-Whitewater.jpg,DIII,#000000,#ffffff,,692
Wabash,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wabash.jpg,DIII,NA,NA,,693
Wartburg,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wartburg.jpg,DIII,#000000,#ffffff,,694
Washington and Jefferson,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Washington%20and%20Jefferson.jpg,DIII,NA,NA,,695
Washington and Lee,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Washington%20and%20Lee.jpg,DIII,NA,NA,,696
Washington U.,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Washington%20U..jpg,DIII,NA,NA,,697
Waynesburg,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Waynesburg.jpg,DIII,#000000,#ffffff,,698
Wesley,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wesley.jpg,DIII,#ffffff,#ffffff,,699
Wesleyan,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wesleyan.jpg,DIII,#000000,#ffffff,,700
Western Connecticut,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Western%20Connecticut.jpg,DIII,NA,NA,,701
Western New England,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Western%20New%20England.jpg,DIII,#000000,#ffffff,,702
Westfield State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Westfield%20State.jpg,DIII,#000000,#ffffff,,703
Westminster (Mo.),https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Westminster%20(Mo.).jpg,DIII,NA,NA,,704
Westminster (Pa.),https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Westminster%20(Pa.).jpg,DIII,NA,NA,,705
Wheaton (Ill.),https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wheaton%20(Ill.).jpg,DIII,NA,NA,,706
Whittier,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Whittier.jpg,DIII,#000000,#ffffff,,707
Whitworth,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Whitworth.jpg,DIII,#000000,#ffffff,,708
Widener,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Widener.jpg,DIII,#000000,#ffffff,,709
Wilkes,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wilkes.jpg,DIII,#000000,#ffffff,,710
Willamette,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Willamette.jpg,DIII,#000000,#ffffff,,711
William Paterson,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/William%20Paterson.jpg,DIII,#000000,#ffffff,,712
Williams,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Williams.jpg,DIII,#000000,#ffffff,,713
Wilmington,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wilmington.jpg,DIII,#ffffff,#ffffff,,714
Wisconsin Lutheran,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wisconsin%20Lutheran.jpg,DIII,#000000,#ffffff,,715
Wittenberg,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wittenberg.jpg,DIII,#000000,#ffffff,,716
Wooster,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Wooster.jpg,DIII,#000000,#ffffff,,717
Worcester State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Worcester%20State.jpg,DIII,NA,NA,,718
WPI,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/WPI.jpg,DIII,NA,NA,,719
ACC,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/1.png,Conference,NA,NA,atlantic_coast_conference_logo_primary_20054308.png,720
Big 12,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/4.png,Conference,NA,NA,big_12_conference_logo_alternate_20185871.png,721
Big Ten,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/5.png,Conference,NA,NA,big_ten_conference_logo_secondary_20115565.png,722
SEC,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/8.png,Conference,NA,NA,southeastern_conference_logo_wordmark_20088299.png,723
Pac-12,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/9.png,Conference,NA,NA,pacific-12_conference_logo_wordmark_20117485.png,724
Conference USA,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/12.png,Conference,NA,NA,conference_usa_logo_primary_2013_sportslogosnet-9872.png,725
Mid-American,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/15.png,Conference,NA,NA,mid-american_conference_logo_secondary_20087173.png,726
Mountain West,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/17.png,Conference,NA,NA,mountain_west_conference_logo_wordmark_2011_sportslogosnet-7585.png,727
FBS Independents,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/18.png,Conference,NA,NA,,728
Big Sky,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/20.png,Conference,NA,NA,,729
MVFC,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/21.png,Conference,NA,NA,,730
Ivy,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/22.png,Conference,NA,NA,,731
MEAC,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/24.png,Conference,NA,NA,mid-eastern_athletic_conference_logo_primary_2018_sportslogosnet-3191.png,732
NEC,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/25.png,Conference,NA,NA,,733
OVC,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/26.png,Conference,NA,NA,,734
Patriot,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/27.png,Conference,NA,NA,,735
Pioneer,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/28.png,Conference,NA,NA,,736
Southern Conference,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/29.png,Conference,NA,NA,,737
Southland,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/30.png,Conference,NA,NA,,738
SWAC,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/31.png,Conference,NA,NA,southwestern_athletic_conferene_logo_alternate_2001_sportslogosnet-7105.png,739
Sun Belt,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/37.png,Conference,NA,NA,sun_belt_conference_logo_wordmark_2020_sportslogosnet-7484.png,740
Big South,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/40.png,Conference,NA,NA,,741
American Athletic,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/151.png,Conference,NA,NA,american_athletic_conference_logo_wordmark_2017_sportslogosnet-5829.png,742
CAA,https://a.espncdn.com/i/teamlogos/ncaa_conf/500/48.png,Conference,NA,NA,,743
NCAA,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/NCAA_football_icon_logo.svg/2560px-NCAA_football_icon_logo.svg.png,Conference,NA,NA,national_collegiate_athletic_association_logo_secondary_2021_sportslogosnet-4441.png,744
American University,https://a.espncdn.com/i/teamlogos/ncaa/500/44.png,hoopR,#c41130,#c8102e,,745
Bellarmine,https://a.espncdn.com/i/teamlogos/ncaa/500/91.png,hoopR,#000000,#ffffff,bellarmine_knights_logo_alternate_2010_sportslogosnet-5975.png,746
Belmont,https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png,hoopR,#182142,#c9262d,belmont_bruins_logo_wordmark_20037451.png,747
Binghamton,https://a.espncdn.com/i/teamlogos/ncaa/500/2066.png,hoopR,#00614A,#f0f0f0,1955_binghamton_bearcats-wordmark-2001.png,748
Boston University,https://a.espncdn.com/i/teamlogos/ncaa/500/104.png,hoopR,#cc0000,#ffffff,7281_boston_university_terriers-wordmark-2005.png,749
Bradley,https://a.espncdn.com/i/teamlogos/ncaa/500/71.png,hoopR,#b70002,#c0c0c0,7231_bradley_braves-wordmark-2012.png ,750
CSU Bakersfield,https://a.espncdn.com/i/teamlogos/ncaa/500/2934.png,hoopR,#003BAB,#ffffff,csu_bakersfield_roadrunners_logo_wordmark_2019_sportslogosnet-5617.png,751
CSU Fullerton,https://a.espncdn.com/i/teamlogos/ncaa/500/2239.png,hoopR,#003767,#ff8300,cal_state_fullerton_titans_logo_secondary_2020_sportslogosnet-4193.png,752
CSU Northridge,https://a.espncdn.com/i/teamlogos/ncaa/500/2463.png,hoopR,#b50000,#ffffff,1240_cal_state_northridge_matadors-wordmark-2014.png   ,753
California Baptist,https://a.espncdn.com/i/teamlogos/ncaa/500/2856.png,hoopR,#000000,#ffffff,california_baptist_lancers_logo_wordmark_2017_sportslogosnet-1235.png,754
Canisius,https://a.espncdn.com/i/teamlogos/ncaa/500/2099.png,hoopR,#004a81,#dda50f,1992_canisius_golden_griffins-wordmark-2006.png,755
Charleston,https://a.espncdn.com/i/teamlogos/ncaa/500/232.png,hoopR,#9c8456,#e4e2dd,2145_college_of_charleston__cougars-wordmark-2013.png ,756
Chicago State,https://a.espncdn.com/i/teamlogos/ncaa/500/2130.png,hoopR,#006700,#ffffff,,757
Cleveland State,https://a.espncdn.com/i/teamlogos/ncaa/500/325.png,hoopR,#006633,#231f20,cleveland_state_vikings_logo_wordmark_2007_sportslogosnet-2995.png,758
Coppin State,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png,hoopR,#2e3192,#ffd204,5042_coppin_state_eagles-wordmark-2004.png,759
Creighton,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,hoopR,#13299e,#00235d,creighton_bluejays_logo_wordmark_2013_sportslogosnet-3256.png,760
DePaul,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,hoopR,#2d649c,#ce1125,depaul_blue_demons_logo_wordmark_2005_sportslogosnet-7930.png,761
Denver,https://a.espncdn.com/i/teamlogos/ncaa/500/2172.png,hoopR,#9c143d,#d6ba74,denver_pioneers_logo_secondary_20075290.png,762
Detroit Mercy,https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png,hoopR,#165b9e,#d31733,5059_detroit_titans-wordmark-2008.png,763
Drexel,https://a.espncdn.com/i/teamlogos/ncaa/500/2182.png,hoopR,#020260,#ffd65a,drexel_dragons_logo_wordmark_2012_sportslogosnet-8641.png,764
Evansville,https://a.espncdn.com/i/teamlogos/ncaa/500/339.png,hoopR,#663399,#ef6f00,,765
Fairfield,https://a.espncdn.com/i/teamlogos/ncaa/500/2217.png,hoopR,#000000,#ebebeb,2476_fairfield-wordmark.png,766
Fairleigh Dickinson,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,hoopR,#28334a,#ffffff,,767
Florida Gulf Coast,https://a.espncdn.com/i/teamlogos/ncaa/500/526.png,hoopR,#00885a,#076c3b,,768
George Washington,https://a.espncdn.com/i/teamlogos/ncaa/500/45.png,hoopR,#002843,#e8d2a1,8937_george_washington_colonials-wordmark-2008.png,769
Gonzaga,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,hoopR,#002967,#cfd4d8,gonzaga_bulldogs_logo_wordmark_20114028.png,770
Grand Canyon,https://a.espncdn.com/i/teamlogos/ncaa/500/2253.png,hoopR,#522398,#f0f0f0,4410_grand_canyon__antelopes-wordmark-2015.png,771
Green Bay,https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png,hoopR,#006633,#b21038,wisconsin-green_bay_phoenix_logo_wordmark_2018_sportslogosnet-4825.png,772
Hartford,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,hoopR,#d60008,#000000,4817_hartford_hawks-wordmark-2015.png,773
High Point,https://a.espncdn.com/i/teamlogos/ncaa/500/2272.png,hoopR,#b0b7bc,#ebebeb,high_point_panthers_logo_wordmark_20047860.png,774
IUPUI,https://a.espncdn.com/i/teamlogos/ncaa/500/85.png,hoopR,#A81F30,#d59f0f,iupui_jaguars_logo_wordmark_2017_sportslogosnet-6113.png ,775
Iona,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,hoopR,#8c001a,#f6a704,iona_gaels_logo_wordmark_2016_sportslogosnet-8216.png,776
Kansas City,https://a.espncdn.com/i/teamlogos/ncaa/500/140.png,hoopR,#004b87,#ffc72c,umkc-wordmark.png,777
La Salle,https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png,hoopR,#003356,#ffce00,6830_la_salle_explorers-wordmark-2004.png,778
Lipscomb,https://a.espncdn.com/i/teamlogos/ncaa/500/288.png,hoopR,#20366C,#f6b734,3637_lipscomb_bisons-wordmark-2012.png,779
Little Rock,https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png,hoopR,#AD0000,#898d8f,little_rock_trojans_logo_wordmark_20151071.png,780
Long Beach State,https://a.espncdn.com/i/teamlogos/ncaa/500/299.png,hoopR,#000000,#f1f2f3,1868_long_beach_state_49ers-wordmark-2014.png,781
Long Island University,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png,hoopR,#50c9f7,#ffbf00,,782
Longwood,https://a.espncdn.com/i/teamlogos/ncaa/500/2344.png,hoopR,#003273,#9ea2a3,3649_longwood__lancers-wordmark-2014.png,783
